filename,execution_time
103.sql,0.3853333333333333
104.sql,0.09633333333333334
105.sql,0.9703333333333334
106.sql,2.4843333333333333
107.sql,0.103
108.sql,2.498666666666667
110.sql,0.47700000000000004
111.sql,2.760333333333333
112.sql,0.9933333333333333
113.sql,2.1999999999999997
114.sql,0.45333333333333337
115.sql,0.07666666666666666
116.sql,0.7503333333333333
117.sql,0.129
118.sql,2.3946666666666663
119.sql,0.9793333333333333
120.sql,0.4506666666666667
121.sql,6.063666666666667
122.sql,0.9369999999999999
123.sql,0.12533333333333332
124.sql,0.4749999999999999
125.sql,0.4326666666666667
126.sql,0.8833333333333333
127.sql,2.5776666666666666
128.sql,2.986
129.sql,4.315333333333332
130.sql,0.1723333333333333
131.sql,0.5293333333333333
132.sql,0.14
133.sql,0.069
134.sql,22.481666666666666
135.sql,0.10833333333333334
136.sql,0.08933333333333333
139.sql,1.303
140.sql,0.36566666666666664
141.sql,1.5003333333333335
142.sql,1.046
143.sql,0.108
144.sql,0.5676666666666667
145.sql,0.139
146.sql,0.4163333333333333
147.sql,5.181333333333334
148.sql,16.437
149.sql,6.124
150.sql,0.899
151.sql,0.37666666666666665
152.sql,2.118
153.sql,1.639
154.sql,0.04766666666666667
155.sql,3.962666666666667
156.sql,0.626
158.sql,0.142
159.sql,0.439
160.sql,0.18600000000000003
161.sql,0.26633333333333337
162.sql,1.777
163.sql,0.18133333333333335
164.sql,0.517
165.sql,2.0043333333333333
166.sql,0.10066666666666668
167.sql,0.6756666666666667
168.sql,0.08700000000000001
169.sql,1.2096666666666664
171.sql,6.053999999999999
172.sql,0.12266666666666666
173.sql,48.677
174.sql,0.09500000000000001
175.sql,5.000666666666667
176.sql,0.14833333333333332
177.sql,0.12266666666666666
178.sql,0.569
179.sql,0.695
180.sql,0.10966666666666668
181.sql,0.1426666666666667
183.sql,0.13999999999999999
184.sql,0.11166666666666668
185.sql,0.09500000000000001
186.sql,2.0003333333333333
187.sql,2.6186666666666665
188.sql,0.07033333333333334
189.sql,0.09400000000000001
190.sql,0.3993333333333333
191.sql,0.4323333333333333
192.sql,1.2983333333333333
194.sql,0.046000000000000006
195.sql,0.26633333333333337
196.sql,0.4246666666666667
197.sql,0.9586666666666667
198.sql,0.128
199.sql,1.202
200.sql,0.5453333333333333
201.sql,0.17500000000000002
202.sql,1.9306666666666665
203.sql,0.079
204.sql,0.15033333333333332
205.sql,0.11533333333333333
206.sql,0.11133333333333333
207.sql,7.677333333333333
208.sql,0.12566666666666668
209.sql,0.35733333333333334
210.sql,0.04900000000000001
211.sql,0.15033333333333332
212.sql,0.09366666666666668
213.sql,0.10166666666666668
214.sql,1.8853333333333333
215.sql,0.11499999999999999
216.sql,0.128
217.sql,9.379
218.sql,0.13366666666666668
219.sql,0.13733333333333334
221.sql,1.6936666666666669
222.sql,2.7290000000000005
223.sql,0.12566666666666668
224.sql,0.265
225.sql,0.9039999999999999
226.sql,0.10466666666666667
227.sql,0.13133333333333333
228.sql,0.134
229.sql,1.218
230.sql,3.0749999999999997
231.sql,0.11499999999999999
232.sql,0.39066666666666666
233.sql,0.634
234.sql,0.119
235.sql,1.4243333333333332
237.sql,0.11033333333333334
238.sql,0.19933333333333336
239.sql,0.118
240.sql,1.788
241.sql,0.3516666666666666
242.sql,0.6626666666666667
243.sql,0.06866666666666667
244.sql,0.07300000000000001
245.sql,1.3386666666666667
246.sql,0.443
247.sql,0.046000000000000006
248.sql,0.07733333333333332
249.sql,0.13733333333333334
250.sql,2.481333333333333
251.sql,2.864666666666667
252.sql,0.14133333333333334
253.sql,2.3793333333333333
254.sql,0.133
255.sql,1.0553333333333332
256.sql,0.12066666666666666
257.sql,0.5316666666666667
258.sql,0.529
259.sql,0.14133333333333334
260.sql,4.7203333333333335
261.sql,0.11666666666666665
262.sql,12.658666666666667
263.sql,0.052
264.sql,3.4283333333333332
265.sql,0.242
266.sql,1.6929999999999998
267.sql,8.213333333333333
268.sql,0.4403333333333333
269.sql,0.4243333333333333
271.sql,1.0863333333333334
272.sql,3.0363333333333333
273.sql,4.372666666666667
274.sql,0.222
275.sql,0.2343333333333333
276.sql,0.3413333333333333
277.sql,0.20166666666666666
278.sql,25.394333333333332
279.sql,2.0766666666666667
280.sql,0.08600000000000001
283.sql,0.8276666666666666
284.sql,0.3986666666666667
285.sql,1.3559999999999999
286.sql,1.3676666666666666
287.sql,1.2180000000000002
289.sql,0.13533333333333333
290.sql,2.2533333333333334
291.sql,5.509333333333333
292.sql,0.5476666666666667
293.sql,0.1386666666666667
294.sql,0.17533333333333334
295.sql,0.17833333333333332
296.sql,0.11566666666666668
297.sql,1.244
298.sql,0.9540000000000001
299.sql,2.9296666666666664
300.sql,0.209
301.sql,0.127
302.sql,0.14766666666666664
303.sql,1.393
304.sql,0.6133333333333333
305.sql,1.641
306.sql,6.573666666666667
307.sql,0.12
309.sql,0.43333333333333335
310.sql,0.23866666666666667
311.sql,0.06466666666666666
312.sql,0.10033333333333334
313.sql,0.09866666666666668
314.sql,0.11333333333333334
315.sql,1.6436666666666666
316.sql,4.496
317.sql,1.2736666666666667
318.sql,1.3566666666666667
319.sql,6.616333333333333
320.sql,0.09733333333333334
321.sql,1.4376666666666666
323.sql,1.7843333333333333
324.sql,97.00766666666668
325.sql,1.2526666666666666
326.sql,0.5366666666666667
327.sql,2.122
328.sql,0.6613333333333333
330.sql,5.859333333333333
331.sql,0.4246666666666667
332.sql,0.071
333.sql,1.673
334.sql,3.2230000000000003
336.sql,0.1376666666666667
337.sql,0.34933333333333333
338.sql,0.147
339.sql,0.19866666666666669
340.sql,1.5750000000000002
341.sql,0.269
342.sql,5.402666666666666
343.sql,0.622
344.sql,0.15433333333333332
345.sql,2.0186666666666664
346.sql,1.4746666666666668
348.sql,0.3356666666666667
350.sql,0.7306666666666667
351.sql,0.15133333333333332
352.sql,0.18700000000000003
353.sql,0.6886666666666666
354.sql,0.22566666666666668
355.sql,0.5983333333333333
357.sql,0.157
358.sql,0.484
359.sql,0.209
360.sql,1.0343333333333333
361.sql,0.1516666666666667
362.sql,0.16566666666666666
363.sql,0.11933333333333333
364.sql,0.14333333333333334
365.sql,0.5513333333333333
366.sql,0.5736666666666667
367.sql,4.828333333333333
368.sql,0.09666666666666668
369.sql,6.614333333333334
370.sql,1.383
371.sql,5.772333333333333
372.sql,0.18466666666666667
373.sql,0.14933333333333332
374.sql,9.723
375.sql,0.11966666666666666
376.sql,3.5340000000000003
377.sql,3.5
378.sql,0.08133333333333333
379.sql,0.10966666666666665
380.sql,0.1496666666666667
381.sql,0.11233333333333334
383.sql,0.08033333333333333
384.sql,0.5146666666666667
385.sql,3.609666666666667
386.sql,1.4106666666666667
387.sql,44.446
388.sql,0.15466666666666665
389.sql,0.6429999999999999
390.sql,1.5646666666666667
391.sql,5.2076666666666656
392.sql,0.171
394.sql,2.5896666666666666
395.sql,0.124
396.sql,0.07233333333333333
397.sql,0.14133333333333334
398.sql,2.3676666666666666
399.sql,0.10366666666666667
400.sql,1.3946666666666667
401.sql,1.4569999999999999
402.sql,0.14133333333333334
403.sql,0.09966666666666668
404.sql,0.09666666666666668
405.sql,1.4433333333333334
406.sql,117.978
407.sql,0.07366666666666667
408.sql,0.4696666666666667
409.sql,11.477666666666666
410.sql,1.0933333333333335
411.sql,2.8426666666666662
412.sql,0.11133333333333333
413.sql,0.108
414.sql,0.4483333333333333
415.sql,2.5116666666666667
416.sql,171.89700000000002
417.sql,0.783
418.sql,59.59133333333333
419.sql,0.7176666666666667
420.sql,18.397000000000002
421.sql,0.8366666666666666
422.sql,0.5513333333333333
423.sql,45.33266666666666
424.sql,0.13833333333333334
425.sql,0.12766666666666668
426.sql,0.07766666666666666
427.sql,0.128
428.sql,0.16333333333333333
430.sql,0.10099999999999999
431.sql,0.14133333333333334
433.sql,0.2886666666666667
434.sql,0.14333333333333334
435.sql,0.5443333333333333
436.sql,0.13533333333333333
437.sql,0.3046666666666667
438.sql,0.47600000000000003
439.sql,2.7786666666666666
441.sql,0.14100000000000001
442.sql,0.37600000000000006
443.sql,0.34099999999999997
444.sql,1.0166666666666666
445.sql,0.062
446.sql,0.48733333333333323
447.sql,2.124
448.sql,0.8853333333333332
449.sql,0.15066666666666667
450.sql,0.26466666666666666
451.sql,0.09333333333333334
452.sql,0.7549999999999999
453.sql,4.983
455.sql,0.578
456.sql,0.23966666666666667
457.sql,0.7319999999999999
459.sql,1.5143333333333333
460.sql,9.001333333333333
461.sql,2.388666666666667
462.sql,5.186333333333334
464.sql,0.4283333333333334
465.sql,1.2016666666666667
466.sql,0.37433333333333335
468.sql,3.7456666666666667
469.sql,0.113
470.sql,2.034333333333333
471.sql,0.07233333333333332
472.sql,1.6636666666666666
473.sql,0.079
474.sql,1.4029999999999998
475.sql,0.15366666666666665
476.sql,1.6316666666666668
477.sql,2.7873333333333328
479.sql,0.2723333333333333
480.sql,0.125
481.sql,0.12333333333333334
482.sql,3.138
483.sql,0.28733333333333333
484.sql,0.19066666666666668
485.sql,2.3143333333333334
486.sql,0.43
487.sql,2.8113333333333332
488.sql,4.589333333333333
489.sql,1.9186666666666667
490.sql,0.24333333333333332
491.sql,0.13566666666666666
492.sql,2.8466666666666662
493.sql,0.27566666666666667
494.sql,0.6789999999999999
495.sql,284.3016666666667
497.sql,1.2173333333333334
498.sql,0.06966666666666667
499.sql,2.135333333333333
500.sql,1.0030000000000001
502.sql,0.48666666666666664
503.sql,0.13
504.sql,2.58
505.sql,0.12866666666666668
506.sql,0.11833333333333333
507.sql,0.5003333333333333
508.sql,1.0676666666666665
509.sql,0.5706666666666665
510.sql,3.6633333333333336
511.sql,0.7303333333333333
512.sql,1.4553333333333331
514.sql,0.8099999999999999
515.sql,2.6199999999999997
516.sql,0.2313333333333333
517.sql,0.914
518.sql,18.840666666666667
519.sql,0.36166666666666664
520.sql,3.6443333333333334
521.sql,1.6726666666666665
522.sql,0.363
523.sql,2.517
524.sql,0.41933333333333334
525.sql,0.14033333333333334
526.sql,0.122
527.sql,9.008333333333335
528.sql,1.021
529.sql,0.10000000000000002
530.sql,0.4243333333333333
531.sql,0.868
532.sql,1.7373333333333336
533.sql,0.09400000000000001
534.sql,1.6983333333333335
535.sql,7.021666666666666
536.sql,0.326
537.sql,0.36433333333333334
538.sql,3.2773333333333334
539.sql,0.5363333333333333
540.sql,0.06266666666666666
541.sql,0.707
543.sql,0.144
544.sql,0.49033333333333334
546.sql,62.211999999999996
547.sql,1.007
548.sql,5.830333333333333
549.sql,1.0476666666666667
550.sql,0.10766666666666667
551.sql,0.258
552.sql,0.13233333333333333
553.sql,1.1336666666666668
554.sql,8.460333333333333
555.sql,0.128
556.sql,0.102
557.sql,2.3396666666666666
558.sql,4.12
559.sql,0.21233333333333335
560.sql,7.0646666666666675
561.sql,1.5919999999999999
562.sql,0.137
563.sql,1.6806666666666665
564.sql,0.20933333333333334
565.sql,0.05266666666666667
566.sql,1.336
567.sql,0.08700000000000001
568.sql,3.6453333333333333
569.sql,0.19400000000000003
570.sql,0.138
571.sql,0.342
572.sql,0.45133333333333336
573.sql,0.1426666666666667
574.sql,0.7240000000000001
576.sql,8.681333333333333
577.sql,2.941333333333333
578.sql,0.543
579.sql,0.5743333333333334
580.sql,5.253333333333333
581.sql,0.24766666666666667
582.sql,2.5433333333333334
583.sql,0.26
584.sql,0.108
585.sql,0.49766666666666665
586.sql,0.12866666666666668
587.sql,1.3586666666666665
588.sql,19.88
589.sql,25.096666666666664
590.sql,0.7513333333333333
591.sql,0.36066666666666664
592.sql,1.7759999999999998
593.sql,0.07100000000000001
594.sql,0.35566666666666663
595.sql,0.11533333333333333
596.sql,0.3013333333333333
597.sql,0.10033333333333334
600.sql,0.255
601.sql,0.17066666666666666
602.sql,0.4166666666666667
603.sql,0.145
604.sql,4.120666666666666
605.sql,0.45100000000000007
606.sql,0.158
607.sql,0.15066666666666664
608.sql,0.1366666666666667
609.sql,5.671666666666667
610.sql,0.08966666666666667
611.sql,12.475999999999999
612.sql,0.333
613.sql,1.3743333333333332
614.sql,1.611
615.sql,0.6263333333333333
616.sql,0.5479999999999999
617.sql,0.085
618.sql,2.0046666666666666
619.sql,0.5053333333333333
620.sql,1.0736666666666665
621.sql,37.165
622.sql,0.11066666666666665
623.sql,0.4493333333333333
624.sql,0.18266666666666667
625.sql,0.26833333333333337
626.sql,0.914
628.sql,0.37000000000000005
629.sql,0.586
632.sql,2.704333333333333
633.sql,1.1433333333333333
634.sql,1.9749999999999999
635.sql,0.303
636.sql,8.214666666666666
637.sql,0.16633333333333333
638.sql,2.904
639.sql,0.3083333333333333
640.sql,0.8106666666666666
641.sql,0.5406666666666667
643.sql,0.18500000000000003
645.sql,0.595
646.sql,1.164
647.sql,0.21566666666666667
648.sql,0.714
649.sql,0.20733333333333334
650.sql,0.10466666666666667
651.sql,8.006666666666666
652.sql,0.15033333333333332
653.sql,0.159
654.sql,0.27666666666666667
655.sql,1.9546666666666666
657.sql,2.1646666666666667
658.sql,0.9753333333333334
659.sql,0.17733333333333334
660.sql,0.49433333333333335
661.sql,3.1590000000000003
663.sql,2.3770000000000002
664.sql,0.18733333333333335
665.sql,0.8836666666666666
666.sql,0.132
667.sql,1.012
668.sql,0.5296666666666666
669.sql,0.6229999999999999
670.sql,2.845333333333334
671.sql,0.20233333333333334
672.sql,0.98
673.sql,0.5803333333333333
674.sql,0.15566666666666665
675.sql,1.2193333333333332
676.sql,46.466
678.sql,0.15033333333333332
679.sql,0.083
680.sql,0.6683333333333333
681.sql,14.555666666666667
683.sql,0.408
684.sql,0.13933333333333334
686.sql,0.8816666666666667
688.sql,3.1603333333333334
689.sql,0.11466666666666668
690.sql,50.79966666666667
691.sql,0.248
692.sql,0.5286666666666667
694.sql,0.7283333333333334
695.sql,1.4913333333333334
697.sql,0.17033333333333334
698.sql,0.5186666666666667
699.sql,1.8719999999999999
700.sql,1.091
701.sql,0.8386666666666667
702.sql,0.9526666666666667
703.sql,0.10433333333333333
704.sql,0.07666666666666666
705.sql,0.7273333333333333
706.sql,5.273333333333333
707.sql,0.17666666666666667
708.sql,0.18000000000000002
709.sql,0.20633333333333334
710.sql,0.105
711.sql,0.18666666666666668
712.sql,6.527666666666668
713.sql,0.621
714.sql,2.0716666666666668
715.sql,6.965
716.sql,0.6656666666666666
717.sql,0.5223333333333334
718.sql,0.10633333333333334
719.sql,0.19899999999999998
720.sql,0.19666666666666666
721.sql,0.137
722.sql,0.151
725.sql,0.2996666666666667
726.sql,0.355
727.sql,0.6433333333333334
728.sql,120.80533333333334
729.sql,0.13466666666666668
730.sql,2.8226666666666667
731.sql,0.067
732.sql,0.14066666666666666
733.sql,10.259333333333332
734.sql,0.5596666666666666
735.sql,0.7776666666666667
736.sql,0.20866666666666667
737.sql,0.5723333333333334
738.sql,1.5393333333333334
739.sql,0.7206666666666667
740.sql,9.831666666666665
741.sql,0.6596666666666665
742.sql,0.17833333333333332
743.sql,0.18400000000000002
744.sql,48.778333333333336
745.sql,0.09400000000000001
746.sql,4.811333333333334
747.sql,0.236
748.sql,0.16366666666666665
749.sql,0.167
750.sql,90.92766666666667
751.sql,0.38233333333333325
753.sql,0.7619999999999999
754.sql,0.10633333333333334
755.sql,0.6296666666666667
756.sql,0.22966666666666669
757.sql,0.10166666666666667
758.sql,0.635
759.sql,0.18233333333333332
760.sql,0.729
761.sql,36.59866666666667
762.sql,0.067
763.sql,0.824
764.sql,0.5413333333333333
765.sql,0.21566666666666667
766.sql,0.06233333333333333
768.sql,0.7133333333333334
769.sql,0.10133333333333333
770.sql,0.1396666666666667
771.sql,0.6746666666666666
772.sql,0.18766666666666665
773.sql,0.06133333333333333
774.sql,0.08466666666666667
775.sql,0.20233333333333334
776.sql,0.8873333333333333
777.sql,2.735333333333333
778.sql,0.2946666666666667
779.sql,2.0353333333333334
780.sql,0.067
781.sql,0.20666666666666667
782.sql,1.7673333333333332
784.sql,0.6193333333333333
785.sql,6.1610000000000005
786.sql,0.10933333333333334
787.sql,0.5863333333333334
788.sql,0.14100000000000001
790.sql,0.35833333333333334
791.sql,0.7753333333333333
792.sql,0.15566666666666665
794.sql,2.4156666666666666
795.sql,0.681
796.sql,0.25566666666666665
797.sql,0.119
798.sql,0.18200000000000002
799.sql,0.9766666666666666
800.sql,0.5866666666666667
801.sql,0.5
803.sql,0.06366666666666666
804.sql,0.7573333333333333
806.sql,0.33466666666666667
807.sql,31.00066666666667
808.sql,5.6066666666666665
809.sql,0.8676666666666667
810.sql,1.1600000000000001
811.sql,0.18800000000000003
812.sql,49.924
813.sql,0.17866666666666667
814.sql,0.13233333333333333
815.sql,11.765333333333333
816.sql,0.06333333333333334
817.sql,0.5623333333333334
818.sql,1.5726666666666667
819.sql,17.563333333333333
820.sql,0.19266666666666668
821.sql,0.6086666666666667
822.sql,0.8203333333333332
823.sql,3.002666666666667
824.sql,248.7733333333333
825.sql,0.15866666666666665
829.sql,6.474333333333334
830.sql,0.11566666666666665
831.sql,36.60166666666667
832.sql,0.24733333333333332
833.sql,0.14366666666666666
834.sql,15.481
835.sql,0.5356666666666666
836.sql,20.756333333333334
837.sql,54.355333333333334
838.sql,0.16033333333333333
839.sql,1.1186666666666667
840.sql,5.659666666666666
842.sql,0.5203333333333333
843.sql,4.248666666666666
844.sql,0.7463333333333333
845.sql,0.163
846.sql,3.2010000000000005
848.sql,1.7946666666666669
849.sql,0.2383333333333333
850.sql,0.637
851.sql,1.5713333333333335
852.sql,1.2483333333333333
853.sql,0.19299999999999998
854.sql,0.13266666666666668
855.sql,1.4433333333333334
856.sql,0.18899999999999997
857.sql,0.8416666666666667
859.sql,0.6090000000000001
860.sql,0.36033333333333334
861.sql,0.3056666666666667
862.sql,0.7576666666666666
863.sql,0.9433333333333334
866.sql,6.427666666666667
867.sql,2.0543333333333336
868.sql,0.3153333333333333
869.sql,16.361333333333334
870.sql,1.6916666666666667
871.sql,8.671
872.sql,0.8380000000000001
873.sql,0.05933333333333333
874.sql,0.062
875.sql,0.23
876.sql,0.18000000000000002
877.sql,41.230333333333334
879.sql,1.931
880.sql,2.5749999999999997
881.sql,13.137
882.sql,0.283
883.sql,1.1936666666666667
884.sql,1.577
885.sql,3.8203333333333336
886.sql,0.336
888.sql,3.964
889.sql,3.312
890.sql,91.02433333333333
891.sql,2.1186666666666665
892.sql,0.28733333333333333
893.sql,6.156333333333333
894.sql,1.0876666666666666
895.sql,0.4266666666666667
896.sql,2.893666666666667
897.sql,3.3683333333333336
898.sql,0.34099999999999997
900.sql,0.5203333333333333
901.sql,0.39000000000000007
902.sql,0.39399999999999996
903.sql,36.211000000000006
904.sql,0.37666666666666665
905.sql,30.086000000000002
906.sql,1.407333333333333
907.sql,29.756
908.sql,0.8973333333333334
909.sql,5.9239999999999995
910.sql,1.0443333333333333
911.sql,3.7590000000000003
912.sql,3.719
913.sql,8.19
915.sql,0.4026666666666667
916.sql,1.0223333333333333
917.sql,0.38399999999999995
918.sql,0.49233333333333335
919.sql,0.49100000000000005
920.sql,0.626
921.sql,0.7836666666666666
922.sql,0.47833333333333333
923.sql,0.831
924.sql,0.2896666666666667
925.sql,0.6783333333333333
926.sql,4.693666666666666
927.sql,2.1416666666666666
928.sql,0.4246666666666667
929.sql,1.054
930.sql,1.2813333333333334
931.sql,2.987
932.sql,3.3699999999999997
933.sql,0.269
934.sql,3.0203333333333333
935.sql,0.27266666666666667
936.sql,1.3266666666666667
937.sql,2.080666666666666
938.sql,6.030333333333332
939.sql,0.24133333333333332
940.sql,0.7426666666666667
941.sql,0.43100000000000005
942.sql,1.103
943.sql,0.6216666666666667
944.sql,3.062333333333333
945.sql,0.9803333333333333
946.sql,3.156333333333333
947.sql,0.636
948.sql,6.978666666666666
949.sql,0.19066666666666665
950.sql,0.27666666666666667
951.sql,0.26766666666666666
952.sql,0.36166666666666664
954.sql,2.1826666666666665
955.sql,0.3476666666666666
956.sql,8.223666666666668
957.sql,0.389
958.sql,0.2966666666666667
959.sql,0.3786666666666667
960.sql,1.8506666666666665
961.sql,1.1416666666666666
962.sql,0.342
963.sql,1.0433333333333332
964.sql,3.187333333333333
965.sql,0.2683333333333333
966.sql,3.203
967.sql,0.991
968.sql,0.2956666666666667
969.sql,3.301
970.sql,0.35600000000000004
971.sql,4.596333333333333
972.sql,1.9160000000000001
973.sql,0.29466666666666663
974.sql,1.0836666666666666
975.sql,0.4206666666666667
976.sql,1.349
978.sql,1.3943333333333332
981.sql,5.932666666666667
983.sql,1.7836666666666667
984.sql,2.890333333333333
985.sql,1.868
987.sql,2.3466666666666667
988.sql,0.588
989.sql,7.273666666666667
991.sql,0.4623333333333333
992.sql,0.31266666666666665
993.sql,0.27666666666666667
994.sql,26.782333333333337
995.sql,7.599666666666667
996.sql,0.4063333333333334
997.sql,3.132
998.sql,0.2376666666666667
1001.sql,0.3996666666666666
1002.sql,0.6113333333333333
1003.sql,14.356333333333334
1004.sql,1.3043333333333333
1005.sql,0.17366666666666666
1006.sql,0.13166666666666668
1007.sql,0.10100000000000002
1008.sql,0.09500000000000001
1009.sql,0.106
1010.sql,0.20299999999999999
1011.sql,2.1693333333333333
1012.sql,5.695
1013.sql,0.13133333333333333
1014.sql,0.379
1015.sql,1.5810000000000002
1016.sql,0.4166666666666667
1017.sql,2.046666666666667
1018.sql,0.24433333333333332
1020.sql,3.5873333333333335
1021.sql,0.09933333333333333
1022.sql,0.13
1023.sql,0.7999999999999999
1024.sql,0.38166666666666665
1025.sql,2.3296666666666668
1026.sql,0.40666666666666673
1027.sql,0.617
1028.sql,3.5406666666666666
1029.sql,0.338
1031.sql,0.5963333333333333
1032.sql,0.13833333333333334
1033.sql,0.17933333333333334
1034.sql,0.22533333333333336
1035.sql,0.154
1036.sql,0.2313333333333333
1037.sql,0.47000000000000003
1038.sql,240.47566666666668
1039.sql,0.078
1040.sql,0.5539999999999999
1041.sql,0.4613333333333334
1042.sql,0.37666666666666665
1043.sql,0.3383333333333334
1044.sql,0.7733333333333333
1045.sql,2.6153333333333335
1046.sql,2.0613333333333332
1047.sql,0.123
1048.sql,2.322333333333333
1049.sql,0.1406666666666667
1050.sql,1.068
1051.sql,0.17066666666666666
1052.sql,0.2743333333333333
1053.sql,0.18066666666666667
1054.sql,1.265
1056.sql,0.11833333333333333
1057.sql,0.7813333333333334
1058.sql,0.9543333333333334
1060.sql,0.5016666666666667
1061.sql,0.12766666666666668
1062.sql,0.15833333333333333
1063.sql,0.36966666666666664
1064.sql,0.108
1065.sql,0.46399999999999997
1066.sql,0.11699999999999999
1067.sql,1.2276666666666667
1069.sql,0.126
1071.sql,0.514
1072.sql,0.075
1073.sql,0.9516666666666667
1074.sql,0.209
1075.sql,0.11499999999999999
1076.sql,1.4053333333333333
1077.sql,0.7376666666666667
1078.sql,3.348333333333333
1079.sql,0.13266666666666668
1080.sql,0.14733333333333334
1081.sql,0.16066666666666665
1082.sql,6.299666666666667
1083.sql,0.109
1084.sql,0.3546666666666667
1085.sql,0.647
1086.sql,0.154
1087.sql,1.7766666666666666
1088.sql,1.3653333333333333
1089.sql,5.6803333333333335
1090.sql,1.9543333333333333
1092.sql,0.08166666666666667
1093.sql,0.20833333333333334
1094.sql,1.009
1095.sql,0.12433333333333334
1096.sql,0.11599999999999999
1097.sql,0.08633333333333333
1098.sql,0.14133333333333334
1099.sql,0.15266666666666664
1100.sql,0.18733333333333335
1101.sql,3.974
1102.sql,6.080000000000001
1103.sql,0.401
1104.sql,5.046333333333333
1105.sql,0.11466666666666665
1106.sql,5.980999999999999
1108.sql,0.10466666666666667
1109.sql,0.16
1110.sql,0.15033333333333332
1111.sql,0.13133333333333333
1112.sql,2.81
1113.sql,0.6213333333333333
1114.sql,0.71
1115.sql,0.08666666666666667
1116.sql,0.121
1117.sql,1.2993333333333332
1118.sql,0.43766666666666665
1119.sql,0.076
1120.sql,1.4033333333333333
1121.sql,2.2613333333333334
1122.sql,0.34766666666666673
1123.sql,1.6983333333333333
1124.sql,1.05
1125.sql,0.399
1126.sql,0.14733333333333332
1127.sql,0.6383333333333333
1128.sql,0.4246666666666667
1129.sql,0.16166666666666665
1130.sql,0.4446666666666666
1131.sql,0.154
1132.sql,2.2409999999999997
1133.sql,0.09200000000000001
1134.sql,0.441
1135.sql,1.2753333333333334
1136.sql,0.34366666666666673
1137.sql,44.48266666666667
1138.sql,0.429
1139.sql,22.194666666666667
1140.sql,0.083
1142.sql,1.3583333333333332
1143.sql,0.146
1144.sql,0.419
1145.sql,0.15833333333333333
1146.sql,8.544666666666666
1147.sql,0.11133333333333334
1148.sql,0.25
1149.sql,0.09733333333333334
1151.sql,0.14566666666666664
1153.sql,0.13733333333333334
1154.sql,0.25499999999999995
1155.sql,0.422
1156.sql,0.4446666666666667
1157.sql,0.17
1158.sql,0.14466666666666664
1159.sql,0.13633333333333333
1160.sql,0.8780000000000001
1161.sql,0.12233333333333334
1163.sql,2.0403333333333333
1164.sql,1.6923333333333332
1166.sql,2.3240000000000003
1169.sql,0.11699999999999999
1170.sql,0.154
1171.sql,2.8699999999999997
1172.sql,0.3343333333333333
1173.sql,0.145
1174.sql,0.20733333333333337
1175.sql,0.49
1176.sql,0.10666666666666667
1177.sql,0.605
1178.sql,0.13466666666666668
1179.sql,2.599
1180.sql,222.87466666666668
1181.sql,0.143
1182.sql,1.3156666666666668
1183.sql,3.6140000000000003
1185.sql,1.2573333333333332
1186.sql,0.11
